lote,veredicto,motivo,institucion,dominio_responde,dominio_real,nombre_real,nombre_coincide,url_programas,cantidad,niveles,tipo,alerta
06,revisar_a_mano,el sitio bloquea acceso automatizado,Griffith University (GU),bloquea,griffith.edu.au,Griffith University,si,https://www.griffith.edu.au/study/degrees,?,"Pregrado, postgrado e investigacion",institucion,"403 Cloudflare a fetchers sin headers completos; con UA+Accept de Chrome responde 200 (cf-mitigated: challenge) · catalogo es BUSCADOR con filtros, no lista enumerable · 6 campus en SE Queensland (ficha con ciudad null) · category null y puede_vender vacio"
07,ok,-,French in Normandy,si,frenchinnormandy.com,French in Normandy IH Rouen,si,https://www.frenchinnormandy.com/french-courses-france/,~15,Idiomas todos los niveles (CEFR) + prep DELF/DALF/TCF + teacher training Erasmus+ + French 50+/gastronomia,institucion,-
07,observacion,"Ficha dice ""College Publico"" pero es RTO PRIVADO; ficha dice Adelaide pero la sede principal son 2 campus en Sydney (Geo",Nortwest College,si,nortwest.edu.au,Nortwest College (Nortwest Pty Ltd · ABN 17 123 969 175 · RTO 91781 · CRICOS 03256G),si,https://www.nortwest.edu.au/Courses.aspx,~8 areas,Vocacional Cert/Dip/Adv Dip + Graduate Diploma of Management + ELICOS,institucion,"Ficha dice ""College Publico"" pero es RTO PRIVADO; ficha dice Adelaide pero la sede principal son 2 campus en Sydney (George St y York St) + Melbourne + Adelaide"
07,observacion,"Ficha con category null, puede_vender vacio y tipo_adivinado ""curso_corto"" pese a que otorga hasta Master; campus Sydney",The Australian Institute of Music (AIM),si,aim.edu.au,The Australian Institute of Music,si,https://aim.edu.au/courses/,~20+,"Diploma, Bachelor (varias especializaciones), Graduate Certificate, Graduate Diploma, Master of Music",institucion,"Ficha con category null, puede_vender vacio y tipo_adivinado ""curso_corto"" pese a que otorga hasta Master; campus Sydney y Melbourne (ficha sin ciudad)"
07,corregir,"apunta al dominio del grupo, no al propio",University of Tasmania International Pathway College,bloquea,utas.edu.au,?,?,?,?,?,?,"Cloudflare JS challenge: 403 tambien con UA de Chrome, devuelve ""Just a moment..."" · sitio VIVO pero no auditable sin navegador real. Ademas el dominio de la ficha es el de la universidad, no el del pathway college (partner_group UP Education) · verificar que no sea ficha paraguas"
07,inservible,duplicado de otra ficha,Gold Coast Learning Centre,si,goldcoaststudy.com,Gold Coast Learning Centre (ABN 51 448 401 177 · RTO 32285 · CRICOS 03268C),si,https://www.goldcoaststudy.com/courses/,"~40 (paginado, 4 paginas)","ELICOS (General English, IELTS prep) + Cert III, Cert IV, Diploma y Advanced Diploma en 9 areas",institucion,"puede_vender inconsistente: ficha marcada solo [""Idiomas"",""Idiomas""] (valor DUPLICADO) y category ""Instituto Idiomas"", pero la mayoria del catalogo es vocacional Cert III -> Adv Dip"
07,revisar_a_mano,catálogo no enumerable,University of Technology Sydney (UTS),si,uts.edu.au,University of Technology Sydney (UTS),si,https://www.uts.edu.au/courses,"? (cientos, sin conteo en el sitio)","Undergraduate, Postgraduate coursework, Research Masters, PhD, online",institucion,"Ficha con category null, puede_vender vacio y tipo_adivinado ""curso_corto"" pese a ser universidad completa"
07,corregir,nombre distinto al real,France Langue,si,sejour.fl-france.fr,"Les ateliers FL – IH Paris, Nice Massena, Bordeaux, Biarritz, Lyon",parcial,"sin catalogo unico · paginas por audiencia: /adultes/, /kids-juniors/, /francais-professionnel/, /groupes/, /au-pair/, /fl-online-school/, /examens/",~15-20,Idiomas todos los niveles + DELF/DALF/TCF + frances profesional + junior/surf camp + au pair + online,institucion,"REBRAND: la marca actual es ""Les ateliers FL""; ""France Langue"" aparece 1 sola vez en toda la home. Ficha lista Martinique pero el sitio solo opera 5 sedes (Paris, Nice, Bordeaux, Biarritz, Lyon) · Martinique ya no existe. Catalogo NO enumerable en una sola pagina"
07,corregir,dominio obsoleto,MLC College of Business Technology and Healthcare,redirige,mlccollege.com -> mlc-college.com (301),MLC College of Business Technology and Healthcare,si,https://www.mlc-college.com/diploma-programs,? (sin conteo en el sitio),"Diploma 1 y 2 anios + Postgraduate Diploma + certificaciones profesionales (tech, healthcare, business, IT)",institucion,"CIUDAD MAL EN LA FICHA: el sitio da direccion Unit 4, 5865 McLaughlin Road, MISSISSAUGA, Ontario L5R3V5 · la ficha dice Montreal. Ademas puede_vender vacio pese a otorgar diplomas"
07,observacion,La URL de la ficha NO es la home institucional: es una landing de captacion con >100 caracteres de UTM/gclid/gbraid · re,MIU City University Miami,si,educacion.miuniversity.edu (landing) · institucional: miuniversity.edu,"MIU City University Miami, Inc.",si,https://miuniversity.edu/,~23,"Bachelor (~2), Master (~10), Continuing Education / certificados (~11)",institucion (parte del grupo PROEDUCA Universidades),La URL de la ficha NO es la home institucional: es una landing de captacion con >100 caracteres de UTM/gclid/gbraid · reemplazar por https://miuniversity.edu/. Institucion de educacion a distancia licenciada por la Commission for Independent Education (FL); la landing sola solo muestra masters y oculta los bachelor
07,revisar_a_mano,catálogo no enumerable,TAFE QLD,si,tafeqld.edu.au,TAFE Queensland,si,https://tafeqld.edu.au/search-results,400+,"Short courses y micro-credenciales, Certificados, Diplomas y Advanced Diplomas, Degrees (higher ed), English Language and Literacy Services","institucion (red publica estatal, 60+ sedes en Queensland)","CATALOGO NO ENUMERABLE: es un buscador dinamico con filtros por region y area, no una lista navegable · la extraccion posterior necesita otro tratamiento (API/scroll/paginacion por filtro)"
07,observacion,"Category MAL: la ficha dice ""Instituto Idiomas"" pero es un colegio independiente K-12 con internado (day and boarding sc",Pickering College,si,pickeringcollege.on.ca,Pickering College,si,https://www.pickeringcollege.on.ca/academics,~6 divisiones + programas auxiliares,"JK-Grado 12 (Junior School JK-5, Sphere 4-5, Middle 6-8, Senior 9-12), ESL Boarding Academy grados 9-10, ESL Summer Camp, post-graduate year, Global Leadership Program",institucion,"Category MAL: la ficha dice ""Instituto Idiomas"" pero es un colegio independiente K-12 con internado (day and boarding school) · el ESL es un programa auxiliar, no el core. puede_vender [""High school"",""Todos los programas""] si es coherente"
07,corregir,nombre distinto al real,INSA,si,insabarcelona.com,"INSA Barcelona – Business, Marketing & Communication School / INSA International Business School",parcial,https://insabarcelona.com/estudios/,~45,"2 Bachelor Degrees, 5 Carreras Superiores (FP grado superior), ~35 Masters (incl. online), Business Summits",institucion,"SITIO COMPROMETIDO: la home tiene un div oculto (style=""height: 0px; width: 0px; overflow: hidden"") con texto de spam farmaceutico y enlace saliente a farmacialaguna24.es · inyeccion SEO activa, no es contenido de la escuela. La pagina /estudios/ esta limpia. Ficha dice solo ""INSA"" (nombre incompleto)"
07,corregir,dominio obsoleto,University of Southern Queensland (Sydney),redirige,usqsydney.nsw.edu.au -> www.unisqsydney.nsw.edu.au (rebrand USQ -> UniSQ) · destino bloquea,?,?,?,?,?,?,"Dominio de la ficha OBSOLETO por el rebrand USQ->UniSQ. El destino esta tras Cloudflare JS challenge (403 con UA de Chrome; solo /robots.txt responde 200) · no auditable sin navegador real. DNS publico 8.8.8.8 resuelve OK a 192.250.232.197, no esta muerto. Ficha con category null y puede_vender vacio"
07,inservible,no es una institución (red),LTL language school,si,ltl-school.com,LTL Language School,si,"sin catalogo unico · paginas por ciudad/idioma (/learn-chinese-in-beijing/, /learn-japanese-in-tokyo/, /learn-korean-in-seoul/, /learn-vietnamese-in-saigon/...) + /high-school/, /gap-year-asia/, /online/, /master-classes/, /language-proficiency-exams/",~16 sedes x varios formatos,"Idiomas de principiante a avanzado + semestre, summer/winter camps, gap year, high school, school trips, heritage speakers, prep de examenes, online",red,"Es una RED de escuelas propias en 4 idiomas (mandarin, japones, coreano, vietnamita) y ~16 ciudades, no una escuela unica. Ficha pais = ""ASIA"" (no es un pais) y category ""Camps"" subrepresenta el catalogo. Catalogo NO enumerable en una pagina. Ficha omite Japon/Vietnam y ciudades (Xi'an, Kunming, Chengde, Kaohsiung, Singapur, Hanoi, Osaka, Tokio)"
07,corregir,"apunta al dominio del grupo, no al propio",SRH Berlin University of Applied Sciences,redirige,srh-berlin.de/en/ -> www.srh-university.de/en/ (301),SRH University,parcial,https://www.srh-university.de/en/,200+,"Bachelor, Master, MBA, short courses/certificados, dual study (Study & Work)","institucion (grupo multi-campus, 18 sedes en Alemania)","REBRAND/CONSOLIDACION: ""SRH Berlin University of Applied Sciences"" ya no existe como marca propia · ahora es ""SRH University"" con 18 campus (Berlin, Dresden, Heidelberg, Hamburgo, Colonia, Munich...). El catalogo de 200+ programas es del grupo entero, NO especifico de Berlin · hay que filtrar por campus antes de extraer. Ficha con category ""Universidad"" ok pero puede_vender vacio"
07,revisar_a_mano,el sitio bloquea acceso automatizado,Charles Sturt University (CSU),bloquea,csu.edu.au,?,?,?,?,?,?,"Cloudflare JS challenge: 403 tambien con UA de Chrome y headers completos (Cf-Mitigated: challenge, ""Just a moment..."") · probado tambien /robots.txt y study.csu.edu.au, ambos 403 · sitio VIVO pero no auditable sin navegador real. Ficha con category null, puede_vender vacio y tipo_adivinado ""curso_corto"" pese a ser universidad"
08,observacion,Las paginas de listado (/study/undergraduate-courses/) NO renderizan cursos sin JS (0 enlaces a curso en el HTML crudo) ,University of Roehampton,si,www.roehampton.ac.uk,University of Roehampton,si,https://www.roehampton.ac.uk/study/,~182,"Undergraduate (~104), Postgraduate taught (~75), Postgraduate research (~3), Foundation, Higher Technical Qualifications, apprenticeships, short courses",institucion,"Las paginas de listado (/study/undergraduate-courses/) NO renderizan cursos sin JS (0 enlaces a curso en el HTML crudo) · el catalogo SI es enumerable via https://www.roehampton.ac.uk/sitemap.xml (1292 URLs, patrones /undergraduate-courses/<slug>/ y /postgraduate-taught-courses/<slug>/) · usar sitemap para la extraccion"
08,revisar_a_mano,el sitio bloquea acceso automatizado,La Trobe College,bloquea,www.latrobe.edu.au,?,?,?,?,?,?,"Cloudflare JS challenge: 403 con UA de Chrome y headers completos (""Just a moment..."") en /, /courses, /study, /about, /robots.txt y /sitemap.xml, con y sin www · sitio VIVO (responde el edge de Cloudflare), no muerto, pero no auditable sin navegador real. ALERTA DE FICHA: el dominio es el corporativo de La Trobe University, NO el del pathway college; con partner_group=Navitas la ficha deberia apuntar a La Trobe College Australia · verificar manualmente antes de extraer o se extraera el catalogo entero de la universidad"
08,corregir,nombre distinto al real,HAWTHORN,si,www.hawthornenglish.edu.au,Hawthorn Melbourne (razon social en el pie: Hawthorn Learning Pty Ltd · ABN 50 124 208 171),parcial,https://www.hawthornenglish.edu.au/courses/,~8,"SOLO idiomas: ingles general, ingles academico y preparacion para universidad y secundaria",institucion,"puede_vender INCONSISTENTE: la ficha promete ""Vocacionales (Cert, Dip, Adv Dip)"" pero el sitio no ofrece ni un Certificate ni un Diploma · es exclusivamente ELICOS. Ficha dice ""HAWTHORN"" en mayusculas, el sitio se llama ""Hawthorn Melbourne"""
08,corregir,dominio obsoleto,Casa Toronto & Casa Vancouver,redirige,www.casa-toronto.com -> www.casacanada.com (301),Casa Student Housing,parcial,https://casacanada.com/toronto-residences/ · /vancouver-residences/ · /homestay/,~4,"No hay niveles academicos: residencias estudiantiles Toronto, residencias Vancouver (incl. GEC King Edward), homestay y familias anfitrionas",proveedor,"NO es una institucion educativa ni tiene programas: es un proveedor de alojamiento estudiantil (coherente con category ""Proveedor"" y puede_vender [""Alojamiento""], pero no debe entrar al pipeline de extraccion de programas). El sitio ya no usa las marcas ""Casa Toronto""/""Casa Vancouver"" sino ""Toronto Residences""/""Vancouver Residences"""
08,inservible,no es una institución (red),Supreme Business College,si,academies.edu.au,"Academies Australasia Group Limited (fundada 1908, ex Garratt's Limited)",no,https://academies.edu.au/about-us/our-colleges/,+180 calificaciones en TODO el grupo,"Certificados, Diplomas, Advanced Diplomas, Bachelor (via Academies Australasia Polytechnic), ELICOS, high school",red,"DOMINIO PARAGUAS: el sitio es del grupo, no de esta escuela. Supreme Business College SI figura como uno de sus 18 colleges miembros (Sydney y Melbourne) pero NO tiene sitio ni catalogo propio · las paginas de cursos estan organizadas por CAMPUS (courses-syd-*, courses-mel-*, courses-per-*, courses-bri-*, courses-singapore), no por college, asi que no hay forma de aislar los programas de Supreme desde este dominio. La home es JS/Elementor (el HTML crudo no trae los enlaces); usar https://academies.edu.au/wp-sitemap-posts-page-1.xml. Ficha con category null, partner_group null y puede_vender vacio"
08,observacion,"Devuelve 403 a fetchers sin UA de navegador; con UA de Chrome responde 200 · NO esta caido. Campus en Sydney, Melbourne,",ECA College,si,www.ecacollege.edu.au,ECA College · operada por Education Centre of Australia (ECA) · ABN 14 111 918 775 · RTO 45012 · TEQSA PRV14334 · CRICOS 02644C,si,https://www.ecacollege.edu.au/courses,7,"Ingles (General English, English for Academic Purposes), Diploma (2), Advanced Diploma (1), Graduate Diploma (2)",institucion,"Devuelve 403 a fetchers sin UA de navegador; con UA de Chrome responde 200 · NO esta caido. Campus en Sydney, Melbourne, Brisbane y Adelaide. Ficha con category null y puede_vender VACIO pese a otorgar Diploma/Advanced Diploma/Graduate Diploma + ELICOS"
08,inservible,duplicado de otra ficha,DID deutsch-institut worldwide,si,www.did.de,did deutsch-institut GmbH,parcial,https://www.did.de/en/german-courses,~12 categorias de curso,"Idiomas: aleman general, preparacion de examenes, via universitaria, aleman profesional, online; y para jovenes: cursos de verano, campamentos de invierno, high school, viajes de clase, clases en casa del profesor",institucion,"El nombre real no lleva ""worldwide"" (es did deutsch-institut GmbH). Las sedes de adultos si coinciden con la ficha (Berlin, Frankfurt, Hamburgo, Munich) pero la ficha OMITE las sedes de jovenes: Augsburgo, Oberwesel y Viena (Austria) · ojo, Viena implica que la ficha pais=""Germany"" es incompleta. puede_vender trae ""Idiomas"" DUPLICADO"
08,revisar_a_mano,el sitio bloquea acceso automatizado,University of South Wales,bloquea,www.southwales.ac.uk,"University of South Wales (confirmado por el <title> de su propia pagina 404, que si sirve el origen)",si,?,?,?,institucion,"Cloudflare JS challenge: 403 con UA de Chrome y headers completos en /, /courses, /courses/, /study/, /about/, /sitemap.xml, con y sin www · sitio VIVO, no muerto, pero no auditable sin navegador real. Unica ruta que atraviesa es /robots.txt (404 del origen), y su titulo confirma que el dominio SI pertenece a la University of South Wales. Ficha con tipo_adivinado ""vacacional"" para una universidad completa · inconsistente"
08,revisar_a_mano,catálogo no enumerable,Universidad Nebrija,si,www.nebrija.com,Universidad Nebrija,si,https://www.nebrija.com/estudios/,?,"Grados y dobles grados, Postgrados/Masteres, Doctorados, grados online, programas integrados internacionales",institucion,"CATALOGO NO ENUMERABLE: /estudios/ es un buscador dinamico que carga por JS (""Solo unos segundos, estamos cargando los resultados"") y el HTML servido llega a mostrar ""Parece que por el momento no hay programas"" · la extraccion posterior necesita otro tratamiento (API/render). Ademas NO pude confirmar en el sitio los ""Cursos de espanol"", ""Cursos de verano"" ni el ""Semestre internacional"" que promete puede_vender · verificar. puede_vender trae 4 entradas con texto libre y erratas (""semesstre"", ""Mastr"")"
